,trial,start_time,rt,correct,fact_id,question,answer,flipped,alpha,activation,flip_alpha,flip_activation
7,8,106747.76870012283,2549.974199850112,False,19,moto,hot,True,0.3,-0.7259925861192172,0.3,-inf
8,9,112250.39110006763,10327.043400146069,True,2,mimi,I,True,0.349609375,-0.7481499075842258,0.3,-1.2421479454848998
9,10,125159.85170006752,2419.0003001131117,False,20,word,neno,False,0.3,-inf,0.3,-inf
10,11,131439.19329997152,4111.825200263411,False,14,moja,one,True,0.349609375,-0.7425446316225285,0.3,-1.204868943785989
11,12,138801.56380031258,inf,False,20,word,neno,False,0.3,-0.783939649525229,0.3,-inf
12,13,166977.56450017914,5651.412799954414,False,15,have,na,False,0.349609375,-0.8064124155773176,0.349609375,-0.8064124155773176
13,14,175605.47199985012,3287.083300296217,False,2,mimi,I,True,0.39921875,-0.8392780246520427,0.3,-1.451333952726497
14,15,183270.83300007507,1556.2391998246314,False,19,moto,hot,True,0.349609375,-0.8620903777589475,0.3,-1.3012776568527884
15,16,187206.30960026762,1915.9475998021665,False,14,moja,one,True,0.39921875,-0.8110556361579468,0.3,-1.4135572039098208
16,17,191070.3035001643,1466.471899766475,True,20,neno,word,True,0.250390625,-0.7362343423767579,0.3,-inf
17,18,194892.6941002719,3593.2918996550147,True,22,what,nini,False,0.3,-inf,0.3,-inf
18,19,201200.53770020604,3372.2107000648966,True,2,I,mimi,False,0.4394531249999999,-0.6933383448082151,0.3,-1.5067374325149605
19,20,212489.7250998765,2090.4133999720216,False,22,what,nini,False,0.3,-0.860319058382857,0.3,-0.8603190583828566
20,21,217199.6300001629,4436.828800011426,False,15,have,na,False,0.39921875,-0.7825339341751855,0.39921874999999996,16.005662215606552
21,22,225628.1115999445,1511.2274000421164,False,14,one,moja,False,0.447265625,-0.7928549449430385,0.3,-1.5025507381668093

,trial,start_time,rt,correct,fact_id,question,answer,flipped,alpha,activation,flip_alpha,flip_activation
0,1,49416.59069992602,3948.0424001812935,True,2,I,mimi,False,0.3,-inf,0.3,-inf
1,2,59286.291799973704,inf,True,2,mimi,I,True,0.3,-0.6868408707911152,0.3,-0.6868408707911154
2,3,75947.69569998607,2665.5231001786888,True,14,one,moja,False,0.3,-inf,0.3,-inf
3,4,82057.58350016549,2116.178900003433,True,14,moja,one,True,0.3,-0.5429725229116419,0.3,-0.5429725229116419
4,5,88303.74820018187,4973.519700113684,True,15,have,na,False,0.3,-inf,0.3,-inf
5,6,95502.18730000779,2948.7510002218187,True,19,hot,moto,False,0.3,-inf,0.3,-inf
6,7,101636.6568999365,2447.6025002077217,True,15,have,na,False,0.3,-0.7770705952260841,0.3,-0.7770705952260841
7,8,106747.76870012283,2549.974199850112,False,19,moto,hot,True,0.3,-0.7259925861192172,0.3,-0.7259925861192172
8,9,112250.39110006763,10327.043400146069,True,2,mimi,I,True,0.349609375,-0.7481499075842258,0.3,-1.2421479454848998
9,10,125159.85170006752,2419.0003001131117,False,20,word,neno,False,0.3,-inf,0.3,-inf
10,11,131439.19329997152,4111.825200263411,False,14,moja,one,True,0.349609375,-0.7425446316225285,0.3,-1.204868943785989
11,12,138801.56380031258,inf,False,20,word,neno,False,0.3,-0.783939649525229,0.3,-inf
12,13,166977.56450017914,5651.412799954414,False,15,have,na,False,0.349609375,-0.8064124155773176,0.349609375,-0.8064124155773176
13,14,175605.47199985012,3287.083300296217,False,2,mimi,I,True,0.39921875,-0.8392780246520427,0.3,-1.451333952726497
14,15,183270.83300007507,1556.2391998246314,False,19,moto,hot,True,0.349609375,-0.8620903777589475,0.3,-1.3424112979153038
15,16,187206.30960026762,1915.9475998021665,False,14,moja,one,True,0.39921875,-0.8110556361579468,0.3,-1.4135572039098208
16,17,191070.3035001643,1466.471899766475,True,20,neno,word,True,0.250390625,-0.7362343423767579,0.3,-inf
17,18,194892.6941002719,3593.2918996550147,True,22,what,nini,False,0.3,-inf,0.3,-inf
18,19,201200.53770020604,3372.2107000648966,True,2,I,mimi,False,0.4394531249999999,-0.6933383448082151,0.3,-1.5067374325149605
19,20,212489.7250998765,2090.4133999720216,False,22,what,nini,False,0.3,-0.860319058382857,0.3,-0.8603190583828566
20,21,217199.6300001629,4436.828800011426,False,15,have,na,False,0.39921875,-0.7825339341751855,0.39921874999999996,16.005662215606552
21,22,225628.1115999445,1511.2274000421164,False,14,one,moja,False,0.447265625,-0.7928549449430385,0.3,-1.5025507381668093
22,23,229510.28800010678,inf,False,19,hot,moto,False,0.39921875,-0.7785932808329176,0.3,-1.469370075332855

,trial,start_time,rt,correct,fact_id,question,answer,flipped,alpha,activation,flip_alpha,flip_activation
0,1,49416.59069992602,3948.0424001812935,True,2,I,mimi,False,0.3,-inf,0.3,-inf
1,2,59286.291799973704,inf,True,2,mimi,I,True,0.3,-0.6868408707911152,0.3,9.766260287910034
2,3,75947.69569998607,2665.5231001786888,True,14,one,moja,False,0.3,-inf,0.3,-inf
3,4,82057.58350016549,2116.178900003433,True,14,moja,one,True,0.3,-0.5429725229116419,0.3,-0.5429725229116419
4,5,88303.74820018187,4973.519700113684,True,15,have,na,False,0.3,-inf,0.3,-inf
5,6,95502.18730000779,2948.7510002218187,True,19,hot,moto,False,0.3,-inf,0.3,-inf
6,7,101636.6568999365,2447.6025002077217,True,15,have,na,False,0.3,-0.7770705952260841,0.3,-0.7770705952260841
7,8,106747.76870012283,2549.974199850112,False,19,moto,hot,True,0.3,-0.7259925861192172,0.3,-0.7259925861192172
8,9,112250.39110006763,10327.043400146069,True,2,mimi,I,True,0.349609375,-0.7481499075842258,0.3,-1.1908842937007762
9,10,125159.85170006752,2419.0003001131117,False,20,word,neno,False,0.3,-inf,0.3,-inf
10,11,131439.19329997152,4111.825200263411,False,14,moja,one,True,0.349609375,-0.7425446316225285,0.3,-1.204868943785989
11,12,138801.56380031258,inf,False,20,word,neno,False,0.3,-0.783939649525229,0.3,-inf
12,13,166977.56450017914,5651.412799954414,False,15,have,na,False,0.349609375,-0.8064124155773176,0.349609375,-0.8064124155773176
13,14,175605.47199985012,3287.083300296217,False,2,mimi,I,True,0.39921875,-0.8392780246520427,0.32539062499999993,-0.7980358992327097
14,15,183270.83300007507,1556.2391998246314,False,19,moto,hot,True,0.349609375,-0.8620903777589475,0.3,-1.3424112979153038
15,16,187206.30960026762,1915.9475998021665,False,14,moja,one,True,0.39921875,-0.8110556361579468,0.3,-1.4135572039098208
16,17,191070.3035001643,1466.471899766475,True,20,neno,word,True,0.250390625,-0.7362343423767579,0.3,-inf
17,18,194892.6941002719,3593.2918996550147,True,22,what,nini,False,0.3,-inf,0.3,-inf
18,19,201200.53770020604,3372.2107000648966,True,2,I,mimi,False,0.4394531249999999,-0.6933383448082151,0.32539062499999993,-0.5005564533543125
19,20,212489.7250998765,2090.4133999720216,False,22,what,nini,False,0.3,-0.860319058382857,0.3,-0.8603190583828566
20,21,217199.6300001629,4436.828800011426,False,15,have,na,False,0.39921875,-0.7825339341751855,0.39921874999999996,16.005662215606552
21,22,225628.1115999445,1511.2274000421164,False,14,one,moja,False,0.447265625,-0.7928549449430385,0.3,-1.5025507381668093
22,23,229510.28800010678,inf,False,19,hot,moto,False,0.39921875,-0.7785932808329176,0.3,-1.469370075332855
23,24,235245.46590028328,1374.9976996332407,True,2,mimi,I,True,0.4390624999999999,-0.7637084568198881,0.31484374999999987,-0.6976535310581875

,trial,start_time,rt,correct,fact_id,question,answer,flipped,alpha,activation,flip_alpha,flip_activation
0,1,49416.59069992602,3948.0424001812935,True,2,I,mimi,False,0.3,-inf,0.3,-inf
1,2,59286.291799973704,inf,True,2,mimi,I,True,0.3,-0.6868408707911152,0.3,9.766260287910034
2,3,75947.69569998607,2665.5231001786888,True,14,one,moja,False,0.3,-inf,0.3,-inf
3,4,82057.58350016549,2116.178900003433,True,14,moja,one,True,0.3,-0.5429725229116419,0.3,-0.5429725229116419
4,5,88303.74820018187,4973.519700113684,True,15,have,na,False,0.3,-inf,0.3,-inf
5,6,95502.18730000779,2948.7510002218187,True,19,hot,moto,False,0.3,-inf,0.3,-inf
6,7,101636.6568999365,2447.6025002077217,True,15,have,na,False,0.3,-0.7770705952260841,0.3,-0.7770705952260841
7,8,106747.76870012283,2549.974199850112,False,19,moto,hot,True,0.3,-0.7259925861192172,0.3,-0.7259925861192172
8,9,112250.39110006763,10327.043400146069,True,2,mimi,I,True,0.349609375,-0.7481499075842258,0.3,-1.1908842937007762
9,10,125159.85170006752,2419.0003001131117,False,20,word,neno,False,0.3,-inf,0.3,-inf
10,11,131439.19329997152,4111.825200263411,False,14,moja,one,True,0.349609375,-0.7425446316225285,0.3,-1.204868943785989
11,12,138801.56380031258,inf,False,20,word,neno,False,0.3,-0.783939649525229,0.3,-inf
12,13,166977.56450017914,5651.412799954414,False,15,have,na,False,0.349609375,-0.8064124155773176,0.349609375,-0.8064124155773176
13,14,175605.47199985012,3287.083300296217,False,2,mimi,I,True,0.39921875,-0.8392780246520427,0.32539062499999993,-0.7980358992327097
14,15,183270.83300007507,1556.2391998246314,False,19,moto,hot,True,0.349609375,-0.8620903777589475,0.3,-1.3424112979153038
15,16,187206.30960026762,1915.9475998021665,False,14,moja,one,True,0.39921875,-0.8110556361579468,0.3,-1.4135572039098208
16,17,191070.3035001643,1466.471899766475,True,20,neno,word,True,0.250390625,-0.7362343423767579,0.3,-inf
17,18,194892.6941002719,3593.2918996550147,True,22,what,nini,False,0.3,-inf,0.3,-inf
18,19,201200.53770020604,3372.2107000648966,True,2,I,mimi,False,0.4394531249999999,-0.6933383448082151,0.32539062499999993,-0.5005564533543125
19,20,212489.7250998765,2090.4133999720216,False,22,what,nini,False,0.3,-0.860319058382857,0.3,-0.8603190583828566
20,21,217199.6300001629,4436.828800011426,False,15,have,na,False,0.39921875,-0.7825339341751855,0.39921874999999996,16.005662215606552
21,22,225628.1115999445,1511.2274000421164,False,14,one,moja,False,0.447265625,-0.7928549449430385,0.3,-1.5025507381668093
22,23,229510.28800010678,inf,False,19,hot,moto,False,0.39921875,-0.7785932808329176,0.3,-1.469370075332855
23,24,235245.46590028328,1374.9976996332407,True,2,mimi,I,True,0.4390624999999999,-0.7637084568198881,0.31484374999999987,-0.6976535310581875
24,25,238549.3895001709,2268.863399978727,True,26,you,ninyi,False,0.3,-inf,0.3,-inf

,trial,start_time,rt,correct,fact_id,question,answer,flipped,alpha,activation,flip_alpha,flip_activation
0,1,49416.59069992602,3948.0424001812935,True,2,I,mimi,False,0.3,-inf,0.3,-inf
1,2,59286.291799973704,inf,True,2,mimi,I,True,0.3,-0.6868408707911152,0.3,9.766260287910034
2,3,75947.69569998607,2665.5231001786888,True,14,one,moja,False,0.3,-inf,0.3,-inf
3,4,82057.58350016549,2116.178900003433,True,14,moja,one,True,0.3,-0.5429725229116419,0.3,-inf
4,5,88303.74820018187,4973.519700113684,True,15,have,na,False,0.3,-inf,0.3,-inf
5,6,95502.18730000779,2948.7510002218187,True,19,hot,moto,False,0.3,-inf,0.3,-inf
6,7,101636.6568999365,2447.6025002077217,True,15,have,na,False,0.3,-0.7770705952260841,0.3,-0.7770705952260841
7,8,106747.76870012283,2549.974199850112,False,19,moto,hot,True,0.3,-0.7259925861192172,0.3,-0.7259925861192172
8,9,112250.39110006763,10327.043400146069,True,2,mimi,I,True,0.349609375,-0.7481499075842258,0.3,-1.1908842937007762
9,10,125159.85170006752,2419.0003001131117,False,20,word,neno,False,0.3,-inf,0.3,-inf
10,11,131439.19329997152,4111.825200263411,False,14,moja,one,True,0.349609375,-0.7425446316225285,0.3,-1.1698734250874228
11,12,138801.56380031258,inf,False,20,word,neno,False,0.3,-0.783939649525229,0.3,-inf
12,13,166977.56450017914,5651.412799954414,False,15,have,na,False,0.349609375,-0.8064124155773176,0.349609375,-0.8064124155773176
13,14,175605.47199985012,3287.083300296217,False,2,mimi,I,True,0.39921875,-0.8392780246520427,0.32539062499999993,-0.7980358992327097
14,15,183270.83300007507,1556.2391998246314,False,19,moto,hot,True,0.349609375,-0.8620903777589475,0.3,-1.3424112979153038
15,16,187206.30960026762,1915.9475998021665,False,14,moja,one,True,0.39921875,-0.8110556361579468,0.32539062499999993,13.47027908117804
16,17,191070.3035001643,1466.471899766475,True,20,neno,word,True,0.250390625,-0.7362343423767579,0.3,-inf
17,18,194892.6941002719,3593.2918996550147,True,22,what,nini,False,0.3,-inf,0.3,-inf
18,19,201200.53770020604,3372.2107000648966,True,2,I,mimi,False,0.4394531249999999,-0.6933383448082151,0.32539062499999993,-0.5005564533543125
19,20,212489.7250998765,2090.4133999720216,False,22,what,nini,False,0.3,-0.860319058382857,0.3,-0.8603190583828566
20,21,217199.6300001629,4436.828800011426,False,15,have,na,False,0.39921875,-0.7825339341751855,0.39921874999999996,16.005662215606552
21,22,225628.1115999445,1511.2274000421164,False,14,one,moja,False,0.447265625,-0.7928549449430385,0.32539062499999993,-0.5831493599285861
22,23,229510.28800010678,inf,False,19,hot,moto,False,0.39921875,-0.7785932808329176,0.3,-1.469370075332855
23,24,235245.46590028328,1374.9976996332407,True,2,mimi,I,True,0.4390624999999999,-0.7637084568198881,0.31484374999999987,-0.6976535310581875
24,25,238549.3895001709,2268.863399978727,True,26,you,ninyi,False,0.3,-inf,0.3,-inf
25,26,245284.87019985914,1779.8528000712397,False,14,moja,one,True,0.4484375,-0.6733294522711488,0.3749999999999999,-0.6832694738247199

,trial,start_time,rt,correct,fact_id,question,answer,flipped,alpha,activation,flip_alpha,flip_activation
0,1,49416.59069992602,3948.0424001812935,True,2,I,mimi,False,0.3,-inf,0.3,-inf
1,2,59286.291799973704,inf,True,2,mimi,I,True,0.3,-0.6868408707911152,0.3,9.766260287910034
2,3,75947.69569998607,2665.5231001786888,True,14,one,moja,False,0.3,-inf,0.3,-inf
3,4,82057.58350016549,2116.178900003433,True,14,moja,one,True,0.3,-0.5429725229116419,0.3,-inf
4,5,88303.74820018187,4973.519700113684,True,15,have,na,False,0.3,-inf,0.3,-inf
5,6,95502.18730000779,2948.7510002218187,True,19,hot,moto,False,0.3,-inf,0.3,-inf
6,7,101636.6568999365,2447.6025002077217,True,15,have,na,False,0.3,-0.7770705952260841,0.3,-0.7770705952260841
7,8,106747.76870012283,2549.974199850112,False,19,moto,hot,True,0.3,-0.7259925861192172,0.3,-0.7259925861192172
8,9,112250.39110006763,10327.043400146069,True,2,mimi,I,True,0.349609375,-0.7481499075842258,0.3,-1.1908842937007762
9,10,125159.85170006752,2419.0003001131117,False,20,word,neno,False,0.3,-inf,0.3,-inf
10,11,131439.19329997152,4111.825200263411,False,14,moja,one,True,0.349609375,-0.7425446316225285,0.3,-1.1698734250874228
11,12,138801.56380031258,inf,False,20,word,neno,False,0.3,-0.783939649525229,0.3,-inf
12,13,166977.56450017914,5651.412799954414,False,15,have,na,False,0.349609375,-0.8064124155773176,0.349609375,-0.8064124155773176
13,14,175605.47199985012,3287.083300296217,False,2,mimi,I,True,0.39921875,-0.8392780246520427,0.32539062499999993,-0.7980358992327097
14,15,183270.83300007507,1556.2391998246314,False,19,moto,hot,True,0.349609375,-0.8620903777589475,0.3,-1.3424112979153038
15,16,187206.30960026762,1915.9475998021665,False,14,moja,one,True,0.39921875,-0.8110556361579468,0.32539062499999993,13.47027908117804
16,17,191070.3035001643,1466.471899766475,True,20,neno,word,True,0.250390625,-0.7362343423767579,0.3,-inf
17,18,194892.6941002719,3593.2918996550147,True,22,what,nini,False,0.3,-inf,0.3,-inf
18,19,201200.53770020604,3372.2107000648966,True,2,I,mimi,False,0.4394531249999999,-0.6933383448082151,0.32539062499999993,-0.5005564533543125
19,20,212489.7250998765,2090.4133999720216,False,22,what,nini,False,0.3,-0.860319058382857,0.3,-0.8603190583828566
20,21,217199.6300001629,4436.828800011426,False,15,have,na,False,0.39921875,-0.7825339341751855,0.39921874999999996,16.005662215606552
21,22,225628.1115999445,1511.2274000421164,False,14,one,moja,False,0.447265625,-0.7928549449430385,0.32539062499999993,-0.5831493599285861
22,23,229510.28800010678,inf,False,19,hot,moto,False,0.39921875,-0.7785932808329176,0.3,-1.469370075332855
23,24,235245.46590028328,1374.9976996332407,True,2,mimi,I,True,0.4390624999999999,-0.7637084568198881,0.31484374999999987,-0.6976535310581875
24,25,238549.3895001709,2268.863399978727,True,26,you,ninyi,False,0.3,-inf,0.3,-inf
25,26,245284.87019985914,1779.8528000712397,False,14,moja,one,True,0.4484375,-0.6733294522711488,0.3749999999999999,-0.6832694738247199
26,27,249367.85440007228,inf,False,26,ninyi,you,True,0.3,-0.7143763161565712,0.3,9.350371979574067

,trial,start_time,rt,correct,fact_id,question,answer,flipped,alpha,activation,flip_alpha,flip_activation
0,1,49416.59069992602,3948.0424001812935,True,2,I,mimi,False,0.3,-inf,0.3,-inf
1,2,59286.291799973704,inf,True,2,mimi,I,True,0.3,-0.6868408707911152,0.3,9.766260287910034
2,3,75947.69569998607,2665.5231001786888,True,14,one,moja,False,0.3,-inf,0.3,-inf
3,4,82057.58350016549,2116.178900003433,True,14,moja,one,True,0.3,-0.5429725229116419,0.3,-inf
4,5,88303.74820018187,4973.519700113684,True,15,have,na,False,0.3,-inf,0.3,-inf
5,6,95502.18730000779,2948.7510002218187,True,19,hot,moto,False,0.3,-inf,0.3,-inf
6,7,101636.6568999365,2447.6025002077217,True,15,have,na,False,0.3,-0.7770705952260841,0.3,-0.7770705952260841
7,8,106747.76870012283,2549.974199850112,False,19,moto,hot,True,0.3,-0.7259925861192172,0.3,-0.7259925861192172
8,9,112250.39110006763,10327.043400146069,True,2,mimi,I,True,0.349609375,-0.7481499075842258,0.3,-1.1908842937007762
9,10,125159.85170006752,2419.0003001131117,False,20,word,neno,False,0.3,-inf,0.3,-inf
10,11,131439.19329997152,4111.825200263411,False,14,moja,one,True,0.349609375,-0.7425446316225285,0.3,-1.1698734250874228
11,12,138801.56380031258,inf,False,20,word,neno,False,0.3,-0.783939649525229,0.3,-inf
12,13,166977.56450017914,5651.412799954414,False,15,have,na,False,0.349609375,-0.8064124155773176,0.349609375,-0.8064124155773176
13,14,175605.47199985012,3287.083300296217,False,2,mimi,I,True,0.39921875,-0.8392780246520427,0.32539062499999993,-0.7980358992327097
14,15,183270.83300007507,1556.2391998246314,False,19,moto,hot,True,0.349609375,-0.8620903777589475,0.3,-1.3424112979153038
15,16,187206.30960026762,1915.9475998021665,False,14,moja,one,True,0.39921875,-0.8110556361579468,0.32539062499999993,13.47027908117804
16,17,191070.3035001643,1466.471899766475,True,20,neno,word,True,0.250390625,-0.7362343423767579,0.3,-inf
17,18,194892.6941002719,3593.2918996550147,True,22,what,nini,False,0.3,-inf,0.3,-inf
18,19,201200.53770020604,3372.2107000648966,True,2,I,mimi,False,0.4394531249999999,-0.6933383448082151,0.32539062499999993,-0.5005564533543125
19,20,212489.7250998765,2090.4133999720216,False,22,what,nini,False,0.3,-0.860319058382857,0.3,-0.8603190583828566
20,21,217199.6300001629,4436.828800011426,False,15,have,na,False,0.39921875,-0.7825339341751855,0.39921874999999996,16.005662215606552
21,22,225628.1115999445,1511.2274000421164,False,14,one,moja,False,0.447265625,-0.7928549449430385,0.32539062499999993,-0.5831493599285861
22,23,229510.28800010678,inf,False,19,hot,moto,False,0.39921875,-0.7785932808329176,0.3,-1.469370075332855
